,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
829,72578,59,0,"*“He is as friendly as ever, and seems anxious to help me. But there is something furtive in his manner*",*He did not seem to mind being made use of for this not very flattering comparison. “How many men were*,3953,9383,8000,0
830,72578,60,0,"*But he never got his hands on it, so he said, for a moment later he “went to sleep,” as*","*“It’s bait for a trap, and there will be some surprises when it springs shut!” DISAPPOINTMENT would have been in*",38,5896,8000,1
831,72578,61,0,*“You mean financially?” “Yes. You know how much money I’ve got tied up in this machine. It’s all we could*,"*“I’m not getting my price.” “We might increase our offer,” suggested Mr. X. “A certain man once said,” remarked Tom*",1856,8512,8000,0
832,72578,62,0,"*“SIT down, please!” The masked man at the head of the table—who seemed to be the leader—thus spoke to Tom*","*He have big ball in his hand, too, but I knock it down. Over there in corner!” Garret Jackson made*",3330,9890,8000,1
833,72578,63,0,"*But I came back just in time, Tom Swift.” “Time for what?” “To help you hunt for Ned! Now, don’t*",*Tom and Mr. Damon were both occupied with trying to save the _Gull_ from going on the rocks and they*,2072,8140,8000,0
834,72578,64,0,*Each one wore a black mask and through the eye-holes in them Tom felt himself being sharply scrutinized. “You may*,"*“That’s the best news yet! We sure will need that money, Tom! I couldn’t have held the banks off much*",2763,7982,8000,1
835,72578,65,0,"*Come on, Ned! We’ll light out while those fellows are busy down at the boat. Grab up some food and*",*Then the voices of the performers died away as Tom cut off the radio. He was about to step to*,838,7450,8000,1
836,72578,66,0,"*There was another door in front of him—an ordinary one fastened with bolts in plain view, and the passage was*",*Then the voices of the performers died away as Tom cut off the radio. He was about to step to*,131,6093,8000,1
837,72578,67,0,"*The front door was on Tom’s side and, his weapon ready, he ran up the steps. He tried the door.*","*“And you’ll tell me, too, or I’ll find a way to make you!” The man’s voice was an ugly snarl*",547,5591,8000,1
838,72578,68,0,"*“If you’re selling stock in this, Tom, put me down for a good subscription.” “Same here!” added Mr. Morton. “It’s*",*These were substantial business men—men of some culture and presumably position in the world—though they did stoop to desperate means*,0,5124,8000,0
839,72578,69,0,"*“But we don’t know where that secret staircase leads,” objected Ned Newton as he followed his chum’s example about the*","*“Oh, it’s my partner in the red suit!” chuckled Ned. “He’s cutting up such funny antics that I can’t dance*",94,5791,8000,1
840,72578,70,0,"*“But when we looked into his room a little while ago to see how he was sleeping, he wasn’t there.*","*“I’m going!” “As you think best,” Tom Swift agreed. “But we’ll have to do considerable before we can get ready.*",491,6059,8000,0
841,72578,71,0,"*“No, don’t do anything rash or unlawful!” warned the young inventor. “Make any intruder you catch a prisoner and bring*","*The chair seemed an ordinary one, and as the leader motioned toward it another of the masked men pulled it*",2890,9329,8000,1
842,72578,72,0,"*“It’s Mr. Newton.” “Ned?” exclaimed Tom Swift. “No, not Ned—his father,” replied the housekeeper. “He wants to know when Ned*","*Then he showed just where he had picked up the broken kite, and some fragments of the brown-bag paper which*",2458,9938,8000,0
843,72578,73,0,"*Perhaps a spy.” “I believe there is!” exclaimed Tom. “I tried to escape, but I couldn’t,” said Ned. “Even though*","*“But we’re not going to give up,” declared Corrigan. “We’ll catch ’em yet!” Tom had his doubts on this subject,*",1292,8009,8000,0
844,72578,74,0,"*“We ought to eat, Tom, and get into some kind of shelter.” “Yes, that’s so,” agreed Tom, who was as*",*And what does it all mean?” As he started forward a noise behind him attracted his attention. LIKE an electrical*,4100,9603,8000,1
845,72578,75,0,"*“I—oh, dear—whew—I can’t stand this much longer, Tom!” and he went off into another fit of merriment. “Why, what’s the*",*But I think they’ll bite sooner or later and grant me the interview I desire.” “Is that what you want—just*,1076,9022,8000,0
846,72578,76,0,"*Then, as recollection came back to him, Tom went on: “I remember now. There was an explosion just as I*",*I saw your name on it and I made some inquiries and folks directed me here. It’s been a long*,2358,7722,8000,0
847,72578,77,0,"*“No, don’t do anything rash or unlawful!” warned the young inventor. “Make any intruder you catch a prisoner and bring*","*I’ll pick it up for you,” and, stooping, he retrieved the flashlight which he gave to Tom. “Better put it*",914,6750,8000,1
848,72578,78,0,"*In a measure this was what it was, for vocal sounds and instrumental music were broadcast from it in the*","*“Well, I think he must have come in that way. Where did he go after he left the note with*",4414,9437,8000,1
849,72578,79,0,"*The house was not large, therefore the secret stairway built in the walls could not be very long. So in*",*“He’s cutting up such funny antics that I can’t dance or sing for laughing. How is it coming through?” “I*,4376,9817,8000,1
850,72578,80,0,"*Just when it seemed that nothing would be found, several of the men, under the leadership of Mr. Jackson, made*",*Tom Swift saw before him a brilliantly lighted room. Gathered around a table in the middle were half a dozen*,531,6303,8000,1
851,72578,81,0,"*“Did anybody try to get in here just now, Koku?” asked Tom, thinking the giant might have prevented Greenbaum from*","*“No, Tom, I can’t say I do. Yet I want you to be careful.” “What’s your idea, Ned? Should I*",2000,8444,8000,1
852,72578,82,0,*You’re as bad as Torpy—you talk too much!” complained one of the two in the bow. Tom glanced down at*,"*Money is high now, and to borrow it I’ve got to make statements to the bank that disclose a lot*",230,8132,8000,0
853,72578,83,0,"*If I scrapped it now, all that cash would be lost. As it is, if I go on and put*","*asked Tom, with a curious smile as he shifted about in his chair, as though it was no longer comfortable.*",555,6499,8000,1
854,72578,84,0,*“But it occurs to me that the moving picture people have of late been sending men into all sorts of*,"*This he accomplished by filters of glass, something after the manner in which colored moving pictures are taken, but using*",4878,9879,8000,0
855,72578,85,0,"*“At one time this was the speediest car on the road, but I have some now that can beat this.”*","*“Oh, they were pretty much upset when they learned who I was,” chuckled Ned. “They asked me a lot of*",29,5337,8000,0
856,72578,86,0,"*But Tom rallied and from the ruins of his invention saw mentally, rising like the fabled Phoenix from its own*","*cried Tom. “That’s where they’re heading for. Come on! We may catch them yet!” Tossing the lad another quarter, Tom*",444,7778,8000,1
857,72578,87,0,"*He was sprawled on the floor, an inert lump of flesh, while, not far from him, was one of those*","*“Aren’t you disappointed that they haven’t taken the bait?” “Not yet. In fact, I’m better pleased than if they had*",163,6957,8000,1
858,72578,88,0,"*“Three well ones and a sick one,” the boy answered. “A sick man!” exclaimed Mr. Damon. “What do you mean?”*","*“That’s who I mean. However, it’s only a guess. It may turn out to be an entirely different gang. But*",2852,8236,8000,1
859,72578,89,0,"*So the young men ate and then, casually, Tom began strolling around the room seeking a possible chance to escape.*","*exclaimed Tom. He was in his private office now, in a part of the shop somewhat removed from his secret*",254,5591,8000,0
860,72578,90,0,"*He was beginning to feel the strain of what he had gone through, and he was glad when, a little*","*“Airship—him lots good!” grunted Koku, who sat stolidly on the rear seat with the tramp, listening to the talk. Koku*",442,5814,8000,0
861,72578,91,0,"*“Oh, I’ve got men enough to fight for me physically,” said Tom. “What I need is moral backing, and now*","*I like to see to whom I am talking.” “Oh, so he means that!” exclaimed the heavy man. “I am*",1083,7515,8000,1
862,72578,92,0,"*Or, best of all, I’ll get Clark and set out on the trail myself. I’ve got things begun on the*","*yelled the tramp. “And I can’t swim!” “Me get him!” shouted Koku, peeling off his coat preparatory to a dive*",829,7577,8000,0
863,72578,93,0,"*I can see success now, though it still must be a little clearer to make it a positive thing and*","*“Hardly any,” was the answer. “This thing is getting on my nerves, Ned. I’ve got to do something!” and the*",4016,9766,8000,1
864,72578,94,0,*“Lots good—airships!” rumbled Koku in his deep voice. “You ought to know. You came from your country of giants in*,*“But there must be a leak somewhere around your shop. Perhaps a spy.” “I believe there is!” exclaimed Tom. “I*,1025,6253,8000,1
865,72578,95,0,"*At first he could not account for it, thinking, for a moment, that his father might be at work in*",*“Now for a look around the grounds.” He soon saw what had been apparent at the casual inspection the night*,195,6065,8000,1
866,72578,96,0,"*“I hope it proves to be good news and true news,” said Tom, looking sharply at the whining old man.*","*We’ll do our best to catch ’em, however.” He made a slight adjustment in the carburetor to get a few*",2201,7517,8000,1
867,72578,97,0,"*“Not quite so bad as that,” Tom answered, with a laugh. “But something happened, bless my thermometer if it didn’t!”*","*This time the bullet was lower and Tom instinctively ducked, though he knew the missile must have passed him before*",36,6349,8000,0
868,72578,98,0,"*“I can imagine it,” Tom said. “Of course you had no way of really knowing Ned was aboard the other*","*“But look here,” persisted Ned. “It’s all right enough for you to say that Greenbaum brought that fash here to*",4149,9461,8000,0
869,72578,99,0,"*The experimental laboratory was only a short walk from Tom’s home, the back of the Swift Construction plant being some*","*“Well, Tom, I suppose you know best,” said the aged inventor, with rather a weary smile. “But be careful of*",99,5526,8000,0
870,72578,100,0,"*The dock was rather a ruin, but he found a ring in a beam and made his rope fast there.*","*“That’s no more than fair,” agreed Mr. X. “Those men went further than we told them to do. We had*",3267,9234,8000,1
871,72578,101,0,"*exclaimed Tom. “I’m not going to sit idly down and let them think they have us scared. Eradicate, show me*","*Guess those fellows don’t do business that way. Well, might as well get started.” Before getting out of his boat,*",3198,9032,8000,0
872,72578,102,0,"*“But it would be ruinous to be paying a night force as well as a day force, particularly when the*","*“If you’re arrested you will be known.” “Gentlemen, he is right!” said Mr. B. “Unmask!” He set the example by*",1014,7648,8000,1
873,72578,103,0,"*“Oh, what could have happened? The whole place will go up in flames and Tom’s valuable new invention will be*",*Looked to me like the kite broke away. This message was writ right on the paper of the kite. It*,687,7573,8000,1
874,72578,104,0,*If they had been petty grafters or fellows who were just working to get a certain sum out of me—a*,"*“Is everything all right?” asked Ned, who led one of the four parties. He glided to his chum’s side from*",269,7874,8000,1
875,72578,105,0,"*Slowly, for the writing was not very clear, Mr. Damon read: “Take this to Tom Swift and receive ten dollars.*",*the young inventor wanted to know. “You ask too many questions. You’re as bad as Torpy—you talk too much!” complained*,1629,8709,8000,0
876,72578,106,0,"*You mean trying to find out who blew me up and why Ned is missing? Give those problems up?” “No,*","*“Correct!” said Mr. Damon in a low voice. Waiting until he was sure they were in their places, Tom looked*",3727,9011,8000,1
877,72578,107,0,*he murmured. “The peculiar melon fruit that Koku was wishing for. But how in the world could that smell get*,"*His first step was to set Ned at work on financial matters, to ascertain just how much longer the Swift*",4091,9666,8000,1
878,72578,108,0,"*“Hush, please! Not so loud!” begged Tom, slowing up his car and guiding it behind a clump of trees not*",*“You mean that bunch of the _Red Arrow_ who tried to stop us from circling the globe?” “That’s who I*,3063,9636,8000,0
879,72578,109,0,"*I don’t quite fathom their game, unless it’s to make me give up the secret of——” He did not finish,*","*Will you put on a red one and help?” “I’ll do anything, Tom, but eat onions. I hate ’em! Never*",159,7759,8000,1
880,72600,0,0,"*When the Month of the Heather had passed by and the Month of Hemp Beating was at hand, Joseph had*",*When Joseph returned from his studies in the afternoon the two were accustomed to walk out into the city and*,3581,4069,1000,0
881,72600,1,0,*I cannot see straightly in the world of men as once I did. When I have looked into it for*,"*Who it is that is inciting these robbers I know not, but I have no doubt that the leader of*",9058,9965,1000,0
882,72600,2,0,"*“I thought you were with my mother,” he exclaimed. “I was, but I became sleepy, and she told me to*","*Above these braziers, to protect the roof from the heat, were layers of metal, one separated from the other so*",9084,9606,1000,0
883,72600,3,0,*I know of no prize that could be near by. On the ground floor is the old woman and her*,"*Well, as you say, this for to-night is enough—” And at these words Joseph scampered down the stairway. Summer burned*",937,997,1000,0
884,72600,4,0,"*“I must see, then, if I can find aught of him. He has been on a previous occasion our very*",*But he has here something of interest to us all.” Pan Andrew turned toward Kreutz—he never would have recognized him*,2496,3205,1000,0
885,72600,5,0,"*He had already obtained the prize, Joseph thought, after the risk and danger of the first trial. Was it, perhaps,*","*. . No,” he continued, as if changing his mind, “I will go with the brat myself. While we look*",4192,4651,1000,0
886,72600,6,0,"*the wheat was down and the crops were burnt, and holes had been dug everywhere as if the invaders had*","*The scholar-alchemist appeared suddenly in the doorway and smiled at them. “I have just ascertained,” he said, seating himself at*",1719,1888,1000,1
887,72600,7,0,"*Often they walked out through the gates into the country where there was rich black earth, and behind them or*","*I will play on, two or three notes further.” “Excellent,” she cried, and her cheeks were red with the excitement*",4728,5231,1000,1
888,72600,8,0,"*“The man and the woman and boy are workers in magic, wizards and a witch,” said the leader roughly. “Keep*","*Disperse, or I will call the King’s guards to disperse you.” “It is Jan Kanty himself,” said one of the*",1222,1316,1000,1
889,72600,9,0,"*The King away, he himself a fugitive here no less than in the Ukraine. From every side enemies pressed upon*",*For the Tartar boy with the dog and the man in black with the girl were close together at the*,5722,6691,1000,0
890,72600,10,0,*“The students?” “They have gone to a discussion at the Hungarian pension. Sometimes they do not return before daybreak.” “Good*,"*He took them greedily and felt them over in the darkness, for the stranger was holding under his coat the*",874,1037,1000,1
891,72600,11,0,*“It comforts me more than ever now when I hear the hymn played in the night time—since there is seldom*,"*And to her Joseph was a person of very great importance, not only because of his prowess with the trumpet*",3885,4842,1000,0
892,72600,12,0,*“Blood of a dog——” The lantern was held up. Its light disclosed the face of Stas maddened with the fear*,*Come back!” they were shouting from below. “Come up! Come up!” he commanded. “What are you frightened of?” “It is*,4918,5450,1000,1
893,72600,13,0,"*Kreutz thought deeply for some minutes. It was quite evident even to Joseph, young and inexperienced as he was, that*","*it was the life not only of a poor man, but of a foolish man who might be better off*",5525,5575,1000,1
894,72600,14,0,*After that we may return it—if indeed it has been stolen—or if it sticks within your conscience to retain it*,"*The trumpeter and the boy who bear the name Kovalski?” “Yes, though that is not their name. They are Charnetskis*",7518,7955,1000,0
895,72600,15,0,*This is the work of the Evil One. Devils are abroad and a man is not sure of his soul.”*,"*he demanded impatiently. “Nothing,” the answer came faintly from one corner of the loft. “If there is any one here*",8783,8973,1000,1
896,72600,16,0,"*The lantern rested on the floor behind him, and as the struggling men swung toward him, Stas, shot with a*",*This is nothing human. This is the work of the Evil One. Devils are abroad and a man is not*,5369,5856,1000,0
897,72600,17,0,"*Spring came with the month of March in the year 1462, with peace over all the Dnieper lands, save where*","*He had already divested himself of the round turban and blankets that he wore as an Armenian merchant, and his*",6916,7507,1000,0
898,72600,18,0,*His attention was diverted for the moment by the sight of a beggar with a dirty bandage across his face*,"*Under his command was a band of ruffians who would rise up suddenly in the Ukraine, overnight almost, and set*",494,1104,1000,1
899,72600,19,0,"*his name was a power on both sides of the boundary, for in Poland also he had confederates who served*","*The world had been going well with him, he reflected, as he made his way through the dark and well-nigh*",4096,4609,1000,1
900,72600,20,0,"*The alchemist was looking into the fire. Tring, sitting beside him, cast at him at these words such a malicious*","*Does this not tempt you?” He had touched him this time. “It would tempt any poor scholar,” Kreutz replied, in*",4222,4625,1000,1
901,72600,21,0,"*Lie still there, or I’ll sink these fingers into your windpipe,” for Peter had tried to wriggle to one side*","*He leaped to the loft stairway and mounted it. Clutching at the roof which was not far above his head,*",2043,2725,1000,1
902,72600,22,0,*He was not despised by great folk either—Polish or Muscovite—when there was unlawful work to be done; nobles often employed*,*up in the tower of the Church of our Lady Mary the watchmen kept eyes constantly wide open in order*,3841,4321,1000,1
903,72600,23,0,"*He knew well the legend of Krakus, the hero of the dark ages, who slew a dragon that had once*",*From Castle Street they turned at length up the long slope leading to the castle on the Wawel. Behind them*,4372,4898,1000,1
904,72600,24,0,"*“But are not these changes influenced also by the position of the stars in heaven?” asked Tring. “Yes, and no.*",*“To the end that all men would reach. Gold!” He said the word with an intensity that sent a cold*,6850,7830,1000,1
905,72600,25,0,"*“My dear child,” the woman laid her work by for the moment, “this is always your home here. Come here*","*Yet if one had but sense, we have here all that should make man happy: children, love, bread, and a*",7511,7575,1000,1
906,72600,26,0,"*“Are there any manuscripts there?” demanded Tring. Silence again. Then—“Yes, on the wall hangs a parchment.” “Take it down.” “It*","*The alchemist looked closely and recited as if reading: “Thus saith Olimpiodorus of Thebes, Osthanes the Egyptian, Psellos of Byzantium,*",5233,5466,1000,1
907,72600,27,0,*“That night when the thieves came here some time ago I entertained them for a bit with some Greek fire*,"*“Only one. It seems that men, even alchemists and astrologers, lost for a time the thread of its history, and*",6466,7169,1000,1
908,72600,28,0,*Joseph was far too good a trumpeter to make the same mistake at least three times. But what—what—could it mean?*,"*In a very short time she was in the street. At such an hour as this in the morning, it*",7392,7719,1000,0
909,72600,29,0,"*The glass was in reality a twelve-hour glass, and lines and Latin numerals had been marked upon it just after*","*It was on the west side, the side toward the Cloth Hall, with the university in the distance. Then he*",2780,3115,1000,0
910,72600,30,0,"*My uncle keeps saying, ‘This will drive me mad,’ and Tring says to him again, ‘There is nothing of harm*","*We have a secret, he and I, and I always listen for him to play.” “Bless your heart. Do you*",1072,1338,1000,0
911,72600,31,0,"*“I take it that you are in command here?” “I am.” “Then I will tell you, as I have told*","*It was a sad and grievous thing, and his family for fear of the mob fled the city. The gentle*",5990,6204,1000,1
912,72600,32,0,"*Death even was prescribed as punishment for some, although disfiguring, whipping, stocks, and banishment were the most common penalties. Tring’s*","*“You who have powers greater than man, know most of what is passing in my soul. The secrets of my*",8970,9230,1000,1
913,72600,33,0,"*“_Co brakuje, co brakuje_,” they all shouted in a chorus. “What do you lack? What do you lack?” Occasionally to*","*He sent us here to protect this house, to be a guarantee against the shedding of any blood, for there*",5532,6454,1000,1
914,72600,34,0,"*Surprises you, does it? Peter has eyes and ears everywhere. So, before we set out to get this precious stone,*","*The Cossack was exulting again that his plans were working, and as he went along he looked about him for*",5936,6642,1000,0
915,72600,35,0,"*Now, you, look at me—do you see this piece of gold? That’s true gold, red gold, an’ will buy many*","*My men will be here in a week or two, and it will be but short work after that.” His*",8355,9301,1000,0
916,72600,36,0,"*“And,” she continued, “why is not this learning as good for women as it is for men? Why is it*",*Now show me the place where they live.” They followed along until Joseph and Elzbietka stood before the entrance to*,5042,5416,1000,1
917,72600,37,0,*Their thoughts were brought suddenly from their own affairs to a commotion among the carts behind them. Drivers were reining*,"*Stay on your farm, where you belong,” he shouted angrily at a peasant driver whose horse reared suddenly from the*",744,849,1000,0
918,72600,38,0,"*Here they stopped and the man reached into his gown for another key, a smaller one this time. Just as*","*“Now tell us your story,” the man bade him. Joseph related it briefly, emphasizing for the most part the arrival*",2075,2375,1000,0
919,72600,39,0,*Torture could not wring it out of them.” “Does Pan Andrew suspect that you have the crystal?” “Pan Andrew considers*,*Curiously enough they seemed to be turning red as if exposed to a great heat. “Now read what the parchment*,6143,6705,1000,1
920,72600,40,0,"*There was another silence. At length the alchemist said, “I have found somewhat.” “Read!” “Nay, I may not. It is*",*“Then write.” Tring deftly slipped a piece of board across his knees and put into his fingers a kind of*,8170,8192,1000,0
921,72600,41,0,"*Tring stood motionless, thunderstruck. Was the alchemist losing his mind? “Yes, devils. I can stand it no longer.” The alchemist*",*.” His accents became wilder and his voice trembled. He shuffled about the attic as if making preparations for some*,510,610,1000,0
922,72600,42,0,*Houses he had burned by the score and men and women he had put to death cruelly. Under his command*,"*either the King had been away on business in Torun with soldiers and diplomats, or he was in Vilna, the*",4740,5425,1000,1
923,72600,43,0,*In the meanwhile the treasure seemed hidden in as safe quarters as Pan Andrew could ask for. It was several*,"*Then all at once came an exclamation of pain in a voice that he recognized as Stas’. More whispering, and*",3278,3959,1000,0
924,72600,44,0,"*It was but a short distance from the carts to the tower, and Peter led the way, keeping close to*","*. . . Come here!” he called to Michael the Snake, “take this boy to the house where he lives*",7329,8313,1000,1
925,72600,45,0,"*he came slowly down the stairs after the retreating party, hurling little bombs of colored fire into the air, which*","*“I see it.” The alchemist glanced at it; the instant’s relaxation proved fatal, however, for with the moment the under*",3473,4276,1000,1
926,72600,46,0,*Hang your bedclothes often in the sun and be sure that they are always dry. Change every week the boughs*,"*“In time, Joseph, you shall know. It would be but a care to you, a matter of more worry than*",5938,6822,1000,0
927,72600,47,0,"*“Yes, the crystal was actually in the hands of the leader when I surprised him with an explosive powder. In*",*“I know it. Yet that is no justification for me. I stole it if a thief ever stole anything. When*,1056,1861,1000,0
928,72600,48,0,"*It is really my uncle’s conduct these few weeks that troubles me, and more especially his conduct since that night*",*“None.” The girl shuddered. “It is some terrible thing. To-night both men spoke in such a peculiar way that I*,6179,6537,1000,1
929,72600,49,0,*Ivan of Moscow had already begun to turn envious eyes upon this territory which had been the heart of the*,"*However, little realizing what savage forces had been let loose against them, the family of Pan Andrew sat down to*",8992,9099,1000,0
930,72600,50,0,"*The alchemist replied slowly as if reading, and he spoke in the Latin tongue, “Here May One Find Things Which*",*Tring deftly slipped a piece of board across his knees and put into his fingers a kind of pen made*,1306,1367,1000,0
931,72600,51,0,*He said the word with an intensity that sent a cold thrill through Joseph. “Gold matters not so much to*,*The Vistula which had been growing ever lower and lower with the heat was now but a narrow ribbon of*,8366,9349,1000,1
932,72600,52,0,"*Do you not see the royal crown on their helmets, do you not notice the richness of their clothing? I*","*Peter had at last fallen into the hands of guardians of the law, and this time it was the King’s*",6100,6129,1000,0
933,72600,53,0,*“I will go as soon as Pan Kreutz unlocks the door for me below.” “Tell your people that it is*,*For men were then but beginning to see the folly of many superstitions and cruelties that had been prevalent since*,8752,9310,1000,0
934,72600,54,0,*His face was working pale in his excitement—it was all white save the button mark which stood out on it*,*He was not despised by great folk either—Polish or Muscovite—when there was unlawful work to be done; nobles often employed*,6889,7085,1000,0
935,72600,55,0,*“I am.” “Then come with us since we are bound for his dwelling. This Pan and his wife are taking*,*Those seeking us would never think of looking for us here; the change in name is also a protection. Here*,6961,7744,1000,0
936,72600,56,0,"*The door to which these steps led was directly above the farther end of the landing, and to Joseph’s surprise*","*This apartment was stuffy and poorly lighted, but the furnishings were not poor. There were tapestries and great oaken chairs,*",7601,7699,1000,1
937,72600,57,0,"*The King looked into the crystal fixedly, and then suddenly shuddered as if he saw something fearful there. “I shall*","*He was a bold man, he was a desperate man—otherwise he would not have ventured back into Krakow after having*",7634,8441,1000,1
938,72600,58,0,"*“And I. Joseph begins at the second hour. We have a secret, he and I, and I always listen for*","*Certain little bones from the bodies of cats, dogs, and hares had properties of benefit; the heart of a frog*",2529,3089,1000,1
939,72600,59,0,"*“But the man said each hour of the night,” exclaimed the boy. “Will you be there all night?” “Yes,” answered*",*Then he placed in his hand the lantern and a key to the room which the trumpeter was to occupy*,6364,7128,1000,1
940,72600,60,0,"*I have, as I said, found much of interest, and were I alone in the world, I might even pursue*",*“But you had heard of the crystal before?” “What alchemist has not?” he answered. “I knew that it was brought*,5663,6251,1000,1
941,72600,61,0,"*They reëntered the inner room. “I have brought you here to-night,” Pan Andrew explained when he had closed the door*","*his cheeks were sunken, and his eyes peered out of hollow caverns as if they feared the light. As he*",7023,7623,1000,0
942,72600,62,0,"*. . We, too, are greatly troubled as well, as perhaps you know. Pan Andrew has not been the same*","*And my uncle instead of being angry seemed to be trying to please the student. At last Tring said: ‘This,*",3581,3800,1000,1
943,72600,63,0,"*It was curious that to-night when you were in the deepest part of the trance, you called out that which*","*“I don’t know. But he isn’t himself. It isn’t that he is out of his wits—no, not that at all.*",709,1376,1000,1
944,72600,64,0,"*“I have brought you here to-night,” Pan Andrew explained when he had closed the door and hung the trumpet on*","*Joseph descended; he left the extinguished lantern at the place where the steps begin to mount the scaffolding, and felt*",9014,9413,1000,1
945,72600,65,0,"*Her natural thoughts of her uncle and Tring were followed by a flood of fanciful imaginings, and in them she*",*they were leaping into the air and catching huge birds like eagles which they were imprisoning under the roof of*,7164,7310,1000,1
946,72600,66,0,"*Yet if one had but sense, we have here all that should make man happy: children, love, bread, and a*","*His notes are not quite so pointed as the father’s, but they are becoming more and more like them all*",3056,3536,1000,0
947,72600,67,0,*Joseph saw one man with the color of the cloth in the trouser of the right leg different from the*,*almost every merchant had some distinctive figure above the door of his shop to distinguish it from his neighbor’s; for*,2859,3346,1000,0
948,72600,68,0,*“Then take heed to what I say and the aches and pains will pass. Take stones and build a low*,"*He rubbed his eyes to make sure that he was awake—yes, it was the mysterious pumpkin from which his father*",9074,9516,1000,0
949,72600,69,0,"*I just met him at the foot of the stairs and he told me the whole story.” “Bless the girl,”*",*Hypnotism in the days when all men and women were to an extent superstitious was looked upon as one of*,2717,3646,1000,0
950,72600,70,0,"*While they were binding the last prisoner’s arms, Joseph came running and leaping up the steps and threw himself into*","*“Bless the girl,” said the father, tears rising to his eyes. “And you, my son, how did you get free?*",4596,4709,1000,0
951,72600,71,0,"*The girl, Elzbietka, a little quicker of ear than Joseph, had long since mastered the air and quickly memorized Joseph’s*","*“If I hear you play the Heynal without stopping at the broken note, I will run straight to Jan Kanty.”*",6262,7241,1000,1
952,72600,72,0,"*“Ring twice upon the bell, then get your trumpet and play your Heynal from the four windows.” He watched the*","*“It’s a shame that such a scholar as your uncle should have anything to do with that student, Tring. I*",2188,3110,1000,1
953,72600,73,0,"*After that there was a long, long silence. I was almost asleep again when I heard another voice—it was like*","*There was something about it that made me think it was my uncle speaking, but it was in such a*",874,903,1000,1
954,72600,74,0,"*“And you can sound the horn?” “That I can. And if I do say it, with more skill than any*","*“Is the earth damp beneath the stones?” “Why—yes—perhaps,” she said. “Sometimes when the well water is not much used it*",2642,3227,1000,1
955,72600,75,0,"*“Remember,” was the final admonishment, “we will be here just after the second hour has sounded. Let us in, and*","*I did wrong not to notify the watch. If I shout now, he may come, but there are enough to*",304,1057,1000,0
956,72600,76,0,*Something is going on upstairs that is not good. The student Tring is with my uncle always now. He came*,"*“No,” answered the alchemist, “although in regard to it I admit that I have much curiosity. If it is true*",4661,5621,1000,1
957,72600,77,0,*The smaller room at the back Joseph would sleep in. The woman who had opened the door had been busy*,"*He had left his name as Andrew Kovalski with the woman, the name which had been agreed upon with Jan*",4872,4922,1000,0
958,72600,78,0,"*But I think he would not be pleased that I have told all this about it, although I know that*",*they believed that certain persons had malign powers such as could transform others into strange animals; they thought that by*,945,1889,1000,0
959,72600,79,0,"*He had but little money, for what he had gathered had been invested year by year in his house and*",*Joseph saw the dog no longer. His eyes were riveted on the girl. She seemed to him like an angel*,4316,5008,1000,0
960,72600,80,0,"*The night was fine and he peered contentedly about over the star-lit roofs, the red chimneys, and the black walls.*","*He spoke quickly in order that his presence might not alarm her. “Elzbietka,” he said, “it is I, Joseph. What*",9552,9852,1000,1
961,72600,81,0,*“It comforts me more than ever now when I hear the hymn played in the night time—since there is seldom*,"*The walks took them to the old Jewish city of the Kazimierz, across the fortified bridge on the west arm*",4164,4542,1000,0
962,72600,82,0,"*The black figures grew constantly more and more numerous, until at length the two stopped and pushed right and left*",*He speaks Latin as do all our masters and priests and scholars. My father had teachers for me when I*,6264,6485,1000,1
963,72600,83,0,"*Often has she told me of its glory, and yet I never had hoped to see it. God knows I*",*You have no business on the highroad with an animal that jumps about like that.” “I had gone in the*,43,279,1000,1
964,72600,84,0,"*. . . Now, you, look at me—do you see this piece of gold? That’s true gold, red gold, an’*","*My men are even now riding from city to city in the vain hunt. Meanwhile I, answering some tiny voice*",7298,7720,1000,0
965,72600,85,0,*Tring watched him closely from a distance. One minute—two minutes—three—the alchemist still looked at the crystal and Tring regarded him*,"*At length the alchemist said, “I have found somewhat.” “Read!” “Nay, I may not. It is in symbols.” “Then write.”*",9459,9835,1000,0
966,72600,86,0,"*“It is as if I had two children,” said Pan Andrew, slipping one arm about the child and the other*","*About the table were three chairs, wedged rather tightly because of the lack of space, and upon the table was*",6251,7177,1000,1
967,72600,87,0,"*and the sight of the resistance, and the cries of the leader and his attackers, soon brought a huge crowd*",*“Cease—cease—cowards all!” he shouted in a commanding tone of voice. “What persecution goes on here?” “The man and the woman*,4615,5256,1000,0
968,72600,88,0,"*Besides, I myself could give any marauder here a very warm reception—” he glanced about the loft. The thought seemed*","*For an hour or more his experiment, which was difficult and exacting, held all his attention. But when it was*",9792,9831,1000,0
969,72600,89,0,"*Joseph smiled but knew not what to say. “And,” she continued, “why is not this learning as good for women*","*For when Ivan, himself, promises, then there is profit to be had. I return to the Ukraine, but there is*",7681,8371,1000,0
970,72600,90,0,"*Below, the din was deafening. The dog had worked his head loose from the bag which had been thrown over*",*“I will not tell!” “You will!” “I will not.” “You will be turned over to the watch.” “I care not.*,5818,6257,1000,0
